,0069,92,00ED4
R,0095,3D,00EBE
R,0095,3E,010E1
R,0095,3F,00298
R,0095,40,005E8
R,0095,41,00E91
R,0095,42,00ED2
R,0095,43,01322
R,0095,44,00994
R,0095,45,00425
R,0095,46,011A0
R,0095,47,0037B
R,0095,48,005C6
R,0095,49,0138A
R,0095,4A,006D6
R,0095,4B,01304
R,0095,4C,003AA
R,0095,4D,014F2
R,0095,4E,012F1
R,0095,4F,0116F
R,0095,50,00DC1
R,0095,51,01367
R,0095,52,00640
R,0095,53,0074A
R,0095,54,01368
R,0095,55,00E21
R,0095,56,001E2
R,0095,57,0145D
R,0095,58,004A6
R,0095,59,011B5
R,0095,5A,0151B
R,0095,5B,01555
R,0095,5C,0090E
R,0095,5D,001DF
R,0095,5E,00DE1
R,0095,5F,006A8
R,0095,60,00662
R,0095,61,00A66
R,0095,62,00679
R,0095,63,00A5D
R,0095,64,0090B
R,0095,65,0112E
R,0095,66,01307
R,0095,67,014FB
R,0095,68,00E7E
R,0095,69,0165C
R,0095,6A,00E78
R,0095,6B,00826
R,0095,6C,01205
R,0095,6D,00FC3
R,0095,6E,01666
R,0095,6F,00D47
R,0095,70,0161A
R,0095,71,00A13
R,0095,72,0116C
R,0095,73,010C0
R,0095,74,0070B
R,0095,75,01027
R,0095,76,001C1
R,0095,77,0153F
R,0095,78,0084A
R,0095,79,006A3
R,0095,7A,00F85
R,0095,7B,01218
R,0095,7C,00970
R,0095,7D,01623
R,0095,7E,00FA1
R,0095,7F,00620
R,0095,80,005EF
R,0095,81,00A5F
R,0095,82,013A9
R,0095,83,011BC
R,0095,84,00849
R,0095,85,0063C
R,0095,86,0055E
R,0095,87,010A0
R,0095,88,00CFA
R,0095,89,00442
R,0095,8A,0070D
R,0095,8B,00DB6
R,0095,8C,01019
R,0095,8D,01374
R,0095,8E,00706
R,0095,8F,00E25
R,0095,90,014CB
R,0095,91,00762
R,0095,92,00EC6
R,0095,93,00A61
R,0095,94,00368
R,0095,95,0082B
R,0095,96,00C89
R,0095,97,003E9
R,0095,98,01611
R,0095,99,0110E
R,0095,9A,00670
R,0095,9B,00DEE
R,0095,9C,0046A
R,0095,9D,00EF2
R,0095,9E,00FCB
R,0095,9F,011EC
R,0095,A0,00404
R,0095,A1,01197
R,0095,A2,013DB
R,0095,A3,0114F
R,0095,A4,00E0E
R,0095,A5,00E58
R,0095,A6,01390
R,0095,A7,015C4
R,0095,A8,00E12
R,0095,A9,01327
R,0095,AA,01693
R,0095,AB,0023D
R,0095,AC,0028E
R,0095,AD,00650
R,0095,AE,01539
R,0095,AF,00711
R,0095,B0,00EB7
R,0095,B1,011C5
R,0095,B2,0034B
R,0095,B3,00367
R,0095,B4,01376
R,0095,B5,013F3
R,0095,B6,0115D
R,0095,B7,01113
R,0095,B8,00622
R,0095,B9,00228
R,0095,BA,0025F
R,0095,BB,00454
R,0095,BC,0023C
R,0095,BD,00DAA
R,0095,BE,0056A
R,0095,BF,0075C
R,0095,C0,00CF7
R,0095,C1,010D5
R,0095,C2,01375
R,0095,C3,01181
R,0095,C4,00548
R,0095,C5,012CE
R,0095,C6,0090B
R,0095,C7,00BED
R,0095,C8,004CD
R,0095,C9,00ADC
R,0095,CA,00826
R,0095,CB,004D1
R,0095,CC,00A13
R,0095,CD,01640
R,0095,CE,010A1
R,0095,CF,011F8
R,0095,D0,01641
R,0095,D1,015AD
R,0095,D2,0164F
R,0095,D3,00F76
R,0095,D4,0042D
R,0095,D5,01303
R,0095,D6,005EB
R,0095,D7,015D0
R,0095,D8,004EF
R,0095,D9,0050A
R,0095,DA,00564
R,0095,DB,0029D
R,0095,DC,008C7
R,0095,DD,00651
R,0095,DE,0026F
R,0095,DF,00644
R,0095,E0,014CB
R,0095,E1,00265
R,0095,E2,00708
R,0095,E3,011E2
R,0095,E4,01424
R,0095,E5,0160A
R,0095,E6,00329
R,0095,E7,00DA6
R,0095,E8,0057A
R,0095,E9,01509
R,0095,EA,0148B
R,0095,EB,00A1B
R,0095,EC,01097
R,0095,ED,0026D
R,0095,EE,009D9
R,0095,EF,001DC
R,0095,F0,00BF2
R,0095,F1,013B7
R,0095,F2,00DCA
R,0095,F3,0086E
R,0095,F4,00B94
R,0095,F5,00EAB
R,0095,F6,00950
R,0095,F7,015C6
R,0095,F8,0036A
R,0095,F9,00F59
R,0095,FA,00E0B
R,0095,FB,014E3
R,0095,FC,008E5
R,0095,FD,00EC2
R,0095,FE,007C1
R,0095,FF,00E71
T,0095,005551E9
R,0096,00,009C9
R,0096,01,01524
R,0096,02,0154E
R,0096,03,0042E
R,0096,04,00843
R,0096,05,0091C
R,0096,06,011B6
R,0096,07,00B4A
R,0096,08,004D1
R,0096,09,00E58
R,0096,0A,00968
R,0096,0B,0116D
R,0096,0C,015EE
R,0096,0D,00D2D
R,0096,0E,002E7
R,0096,0F,013D0
R,0096,10,01157
R,0096,11,01655
R,0096,12,0028D
R,0096,13,00E36
R,0096,14,011EE
R,0096,15,008AB
R,0096,16,00F8A
R,0096,17,015FA
R,0096,18,009C0
R,0096,19,01549
R,0096,1A,01408
R,0096,1B,00971
R,0096,1C,00C5E
R,0096,1D,01322
R,0096,1E,01008
R,0096,1F,00994
R,0096,20,007E2
R,0096,21,013B0
R,0096,22,015D1
R,0096,23,013CD
R,0096,24,0156D
R,0096,25,015C8
R,0096,26,00C65
R,0096,27,016B5
R,0096,28,00964
R,0096,29,00D98
R,0096,2A,005D7
R,0096,2B,006E8
R,0096,2C,0155F
R,0096,2D,00C49
R,0096,2E,00974
R,0096,2F,006B6
R,0096,30,0126B
R,0096,31,0023D
R,0096,32,00F50
R,0096,33,00C76
R,0096,34,00245
R,0096,35,004D7
R,0096,36,00865
R,0096,37,01008
R,0096,38,01696
R,0096,39,0087F
R,0096,3A,005D8
R,0096,3B,001F1
R,0096,3C,0159E
R,0096,3D,00F1A
R,0096,3E,01092
R,0096,3F,0028C
R,0096,40,005F1
R,0096,41,00E40
R,0096,42,00F6B
R,0096,43,01343
R,0096,44,00964
R,0096,45,0041B
R,0096,46,011E6
R,0096,47,00389
R,0096,48,0058F
R,0096,49,01387
R,0096,4A,006E5
R,0096,4B,012D0
R,0096,4C,003E7
R,0096,4D,014F6
R,0096,4E,01320
R,0096,4F,0110D
R,0096,50,00D2F
R,0096,51,01376
R,0096,52,00659
R,0096,53,006EA
R,0096,54,013EA
R,0096,55,00E24
R,0096,56,001FD
R,0096,57,01452
R,0096,58,004B3
R,0096,59,011CD
R,0096,5A,014F1
R,0096,5B,0154D
R,0096,5C,00916
R,0096,5D,001F5
R,0096,5E,00E02
R,0096,5F,0069E
R,0096,60,005E8
R,0096,61,00A3A
R,0096,62,006E6
R,0096,63,00A7E
R,0096,64,00924
R,0096,65,01132
R,0096,66,0132A
R,0096,67,0150E
R,0096,68,00EAE
R,0096,69,0164E
R,0096,6A,00F34
R,0096,6B,00842
R,0096,6C,01153
R,0096,6D,00FC3
R,0096,6E,01664
R,0096,6F,00D44
R,0096,70,01613
R,0096,71,00A99
R,0096,72,0119F
R,0096,73,010C2
R,0096,74,0073A
R,0096,75,010B1
R,0096,76,001D0
R,0096,77,014D4
R,0096,78,007F1
R,0096,79,006B6
R,0096,7A,00FB1
R,0096,7B,01218
R,0096,7C,00984
R,0096,7D,01605
R,0096,7E,00F79
R,0096,7F,005EA
R,0096,80,00660
R,0096,81,00A20
R,0096,82,013A0
R,0096,83,011CD
R,0096,84,00887
R,0096,85,00622
R,0096,86,00562
R,0096,87,010B1
R,0096,88,00D28
R,0096,89,0042D
R,0096,8A,00700
R,0096,8B,00D8B
R,0096,8C,0109A
R,0096,8D,0139E
R,0096,8E,0069B
R,0096,8F,00E0E
R,0096,90,014DA
R,0096,91,007AC
R,0096,92,00EBD
R,0096,93,00A1D
R,0096,94,003EA
R,0096,95,00846
R,0096,96,00C1D
R,0096,97,003F5
R,0096,98,0162A
R,0096,99,01112
R,0096,9A,00687
R,0096,9B,00E05
R,0096,9C,00491
R,0096,9D,00FD6
R,0096,9E,00FDB
R,0096,9F,011BB
R,0096,A0,0043A
R,0096,A1,0119C
R,0096,A2,01397
R,0096,A3,011C4
R,0096,A4,00E17
R,0096,A5,00E13
R,0096,A6,013EB
R,0096,A7,015E9
R,0096,A8,00DFF
R,0096,A9,01307
R,0096,AA,016B1
R,0096,AB,00212
R,0096,AC,0026E
R,0096,AD,005E2
R,0096,AE,01519
R,0096,AF,00727
R,0096,B0,00EE1
R,0096,B1,011A2
R,0096,B2,0034F
R,0096,B3,00331
R,0096,B4,01356
R,0096,B5,013E0
R,0096,B6,0115A
R,0096,B7,01047
R,0096,B8,005E9
R,0096,B9,0022B
R,0096,BA,00256
R,0096,BB,00424
R,0096,BC,00231
R,0096,BD,00D5D
R,0096,BE,0056A
R,0096,BF,0071F
R,0096,C0,00C97
R,0096,C1,01074
R,0096,C2,01399
R,0096,C3,010F6
R,0096,C4,0054A
R,0096,C5,012AC
R,0096,C6,008E8
R,0096,C7,00BC7
R,0096,C8,0047D
R,0096,C9,00B30
R,0096,CA,007EB
R,0096,CB,00524
R,0096,CC,00A57
R,0096,CD,0164D
R,0096,CE,010EF
R,0096,CF,011CC
R,0096,D0,0164D
R,0096,D1,0157F
R,0096,D2,01662
R,0096,D3,00F18
R,0096,D4,0043C
R,0096,D5,012C4
R,0096,D6,00657
R,0096,D7,015E3
R,0096,D8,004C8
R,0096,D9,004CA
R,0096,DA,005C3
R,0096,DB,002B5
R,0096,DC,0088C
R,0096,DD,005B2
R,0096,DE,002A9
R,0096,DF,00691
R,0096,E0,0152C
R,0096,E1,0024A
R,0096,E2,00722
R,0096,E3,011FC
R,0096,E4,0146A
R,0096,E5,01613
R,0096,E6,00346
R,0096,E7,00DBB
R,0096,E8,00541
R,0096,E9,014EA
R,0096,EA,01454
R,0096,EB,00A80
R,0096,EC,01096
R,0096,ED,0029A
R,0096,EE,00A12
R,0096,EF,001CF
R,0096,F0,00BED
R,0096,F1,013AF
R,0096,F2,00DDD
R,0096,F3,00874
R,0096,F4,00B64
R,0096,F5,00F1B
R,0096,F6,00929
R,0096,F7,015BD
R,0096,F8,0035A
R,0096,F9,00EF8
R,0096,FA,00E35
R,0096,FB,014B5
R,0096,FC,008BC
R,0096,FD,00ED3
R,0096,FE,00812
R,0096,FF,00E6C
T,0096,00551A11
R,0097,00,009AA
R,0097,01,0157F
R,0097,02,01523
R,0097,03,00407
R,0097,04,008AD
R,0097,05,008DE
R,0097,06,01210
R,0097,07,00B59
R,0097,08,004B0
R,0097,09,00EB4
R,0097,0A,0092C
R,0097,0B,01140
R,0097,0C,015FC
R,0097,0D,00D68
R,0097,0E,00324
R,0097,0F,013C0
R,0097,10,01139
R,0097,11,0162E
R,0097,12,002A3
R,0097,13,00E5A
R,0097,14,01183
R,0097,15,008A7
R,0097,16,00F2E
R,0097,17,01623
R,0097,18,009C4
R,0097,19,014EB
R,0097,1A,013F9
R,0097,1B,009B0
R,0097,1C,00CAA
R,0097,1D,0132E
R,0097,1E,00FD8
R,0097,1F,00994
R,0097,20,007CB
R,0097,21,013EC
R,0097,22,0159F
R,0097,23,013DA
R,0097,24,01551
R,0097,25,01565
R,0097,26,00CC8
R,0097,27,016B1
R,0097,28,00949
R,0097,29,00DB1
R,0097,2A,0052F
R,0097,2B,00678
R,0097,2C,01589
R,0097,2D,00C65
R,0097,2E,009DE
R,0097,2F,0068A
R,0097,30,0125A
R,0097,31,00267
R,0097,32,00EF8
R,0097,33,00CDC
R,0097,34,0023E
R,0097,35,004E1
R,0097,36,00870
R,0097,37,00FA8
R,0097,38,0169D
R,0097,39,00865
R,0097,3A,0058F
R,0097,3B,001F1
R,0097,3C,015B6
R,0097,3D,00E77
R,0097,3E,010BB
R,0097,3F,0024A
R,0097,40,00634
R,0097,41,00E86
R,0097,42,00F46
R,0097,43,0131E
R,0097,44,00974
R,0097,45,00405
R,0097,46,0120D
R,0097,47,0034C
R,0097,48,005D8
R,0097,49,013A5
R,0097,4A,006F9
R,0097,4B,01304
R,0097,4C,003D8
R,0097,4D,014F0
R,0097,4E,01310
R,0097,4F,01137
R,0097,50,00D66
R,0097,51,01383
R,0097,52,0063B
R,0097,53,00737
R,0097,54,013BE
R,0097,55,00DE2
R,0097,56,001F4
R,0097,57,0147F
R,0097,58,0048E
R,0097,59,011F0
R,0097,5A,014B8
R,0097,5B,01580
R,0097,5C,0097E
R,0097,5D,001FC
R,0097,5E,00DC7
R,0097,5F,0075B
R,0097,60,00611
R,0097,61,00A71
R,0097,62,006D1
R,0097,63,00AC2
R,0097,64,008F9
R,0097,65,010F1
R,0097,66,012E7
R,0097,67,01558
R,0097,68,00E7E
R,0097,69,01685
R,0097,6A,00F35
R,0097,6B,007E0
R,0097,6C,011CC
R,0097,6D,00FD6
R,0097,6E,0166C
R,0097,6F,00CCF
R,0097,70,01620
R,0097,71,00ABA
R,0097,72,01178
R,0097,73,010AC
R,0097,74,0072B
R,0097,75,01091
R,0097,76,001D9
R,0097,77,0154E
R,0097,78,0085C
R,0097,79,006A2
R,0097,7A,00F36
R,0097,7B,01227
R,0097,7C,0092A
R,0097,7D,01628
R,0097,7E,01025
R,0097,7F,0063D
R,0097,80,0061C
R,0097,81,00A67
R,0097,82,01349
R,0097,83,0119A
R,0097,84,008B6
R,0097,85,005F4
R,0097,86,00568
R,0097,87,010AB
R,0097,88,00D33
R,0097,89,003DC
R,0097,8A,006E6
R,0097,8B,00D7C
R,0097,8C,010CF
R,0097,8D,0138B
R,0097,8E,006EE
R,0097,8F,00E3E
R,0097,90,01492
R,0097,91,007A5
R,0097,92,00E99
R,0097,93,00A79
R,0097,94,0035E
R,0097,95,00843
R,0097,96,00C6E
R,0097,97,003FE
R,0097,98,01629
R,0097,99,01106
R,0097,9A,0067F
R,0097,9B,00E17
R,0097,9C,00446
R,0097,9D,01025
R,0097,9E,01081
R,0097,9F,01268
R,0097,A0,003EC
R,0097,A1,01192
R,0097,A2,013DA
R,0097,A3,01161
R,0097,A4,00E1A
R,0097,A5,00D22
R,0097,A6,013DE
R,0097,A7,015D2
R,0097,A8,00E2E
R,0097,A9,01301
R,0097,AA,01670
R,0097,AB,0022A
R,0097,AC,00232
R,0097,AD,00623
R,0097,AE,0156B
R,0097,AF,0074A
R,0097,B0,00EEE
R,0097,B1,01179
R,0097,B2,003B2
R,0097,B3,00375
R,0097,B4,01386
R,0097,B5,0137E
R,0097,B6,01187
R,0097,B7,0108E
R,0097,B8,005E4
R,0097,B9,00233
R,0097,BA,00243
R,0097,BB,00497
R,0097,BC,00246
R,0097,BD,00DA8
R,0097,BE,00581
R,0097,BF,00738
R,0097,C0,00C68
R,0097,C1,01021
R,0097,C2,0137A
R,0097,C3,01140
R,0097,C4,0052D
R,0097,C5,0125C
R,0097,C6,008F4
R,0097,C7,00BFC
R,0097,C8,00452
R,0097,C9,00A8B
R,0097,CA,00814
R,0097,CB,00511
R,0097,CC,009FD
R,0097,CD,01647
R,0097,CE,010E4
R,0097,CF,011E4
R,0097,D0,01655
R,0097,D1,015B2
R,0097,D2,0164A
R,0097,D3,00F95
R,0097,D4,0041C
R,0097,D5,012F8
R,0097,D6,00658
R,0097,D7,015ED
R,0097,D8,004E1
R,0097,D9,00555
R,0097,DA,00546
R,0097,DB,0027D
R,0097,DC,0090F
R,0097,DD,0062E
R,0097,DE,00293
R,0097,DF,0062E
R,0097,E0,01509
R,0097,E1,0026B
R,0097,E2,00715
R,0097,E3,011EB
R,0097,E4,01445
R,0097,E5,01611
R,0097,E6,00312
R,0097,E7,00D5E
R,0097,E8,0052B
R,0097,E9,0150F
R,0097,EA,014A3
R,0097,EB,00A5A
R,0097,EC,01076
R,0097,ED,00273
R,0097,EE,00A10
R,0097,EF,001E0
R,0097,F0,00C61
R,0097,F1,013FD
R,0097,F2,00DF9
R,0097,F3,0084A
R,0097,F4,00B77
R,0097,F5,00F08
R,0097,F6,00911
R,0097,F7,01581
R,0097,F8,0035B
R,0097,F9,00F36
R,0097,FA,00E18
R,0097,FB,01516
R,0097,FC,00897
R,0097,FD,00ED0
R,0097,FE,0076C
R,0097,FF,00ED7
T,0097,00551A11
R,0098,00,009F8
R,0098,01,01544
R,0098,02,01510
R,0098,03,0043B
R,0098,04,00918
R,0098,05,00928
R,0098,06,0114A
R,0098,07,00B70
R,0098,08,00467
R,0098,09,00F34
R,0098,0A,00939
R,0098,0B,011A6
R,0098,0C,015C9
R,0098,0D,00D47
R,0098,0E,0031E
R,0098,0F,0138E
R,0098,10,010DE
R,0098,11,01636
R,0098,12,00287
R,0098,13,00E17
R,0098,14,01159
R,0098,15,008B5
R,0098,16,00F81
R,0098,17,0163C
R,0098,18,009A8
R,0098,19,0150B
R,0098,1A,013F0
R,0098,1B,0097A
R,0098,1C,00C94
R,0098,1D,0134F
R,0098,1E,00FDA
R,0098,1F,0098F
R,0098,20,00800
R,0098,21,01373
R,0098,22,015AA
R,0098,23,01392
R,0098,24,0153B
R,0098,25,0155E
R,0098,26,00C3E
R,0098,27,016A5
R,0098,28,00949
R,0098,29,00D24
R,0098,2A,00582
R,0098,2B,0065D
R,0098,2C,0154D
R,0098,2D,00C2F
R,0098,2E,009D9
R,0098,2F,005F2
R,0098,30,012AC
R,0098,31,00230
R,0098,32,00F56
R,0098,33,00CB9
R,0098,34,00230
R,0098,35,004E9
R,0098,36,00886
R,0098,37,01086
R,0098,38,01690
R,0098,39,008DB
R,0098,3A,0068E
R,0098,3B,001D2
R,0098,3C,01582
R,0098,3D,00ED7
R,0098,3E,0109E
R,0098,3F,002B2
R,0098,40,005C5
R,0098,41,00E2E
R,0098,42,00FD9
R,0098,43,01356
R,0098,44,009B2
R,0098,45,0042F
R,0098,46,01224
R,0098,47,002F1
R,0098,48,005AA
R,0098,49,013A2
R,0098,4A,0072D
R,0098,4B,0138C
R,0098,4C,003BC
R,0098,4D,014F9
R,0098,4E,012BE
R,0098,4F,01148
R,0098,50,00D7B
R,0098,51,013D0
R,0098,52,005B1
R,0098,53,00758
R,0098,54,01377
R,0098,55,00DF5
R,0098,56,001E4
R,0098,57,0145A
R,0098,58,004A5
R,0098,59,011DD
R,0098,5A,0150F
R,0098,5B,01588
R,0098,5C,0091C
R,0098,5D,001E3
R,0098,5E,00DD7
R,0098,5F,006BC
R,0098,60,00652
R,0098,61,00A17
R,0098,62,0065F
R,0098,63,00A43
R,0098,64,008E5
R,0098,65,01152
R,0098,66,012EE
R,0098,67,01518
R,0098,68,00F1F
R,0098,69,0163A
R,0098,6A,00F21
R,0098,6B,007FB
R,0098,6C,0125B
R,0098,6D,00F9C
R,0098,6E,0166B
R,0098,6F,00D0D
R,0098,70,015F2
R,0098,71,00A75
R,0098,72,0118C
R,0098,73,010B1
R,0098,74,006EA
R,0098,75,010DB
R,0098,76,001E7
R,0098,77,01524
R,0098,78,00865
R,0098,79,00697
R,0098,7A,00F35
R,0098,7B,011CE
R,0098,7C,009FD
R,0098,7D,01631
R,0098,7E,00F8E
R,0098,7F,0065B
R,0098,80,0066F
R,0098,81,00A7D
R,0098,82,01353
R,0098,83,011D2
R,0098,84,00904
R,0098,85,005AA
R,0098,86,00510
R,0098,87,01093
R,0098,88,00D1F
R,0098,89,003B6
R,0098,8A,00700
R,0098,8B,00D6C
R,0098,8C,01110
R,0098,8D,013A9
R,0098,8E,00704
R,0098,8F,00E33
R,0098,90,014B6
R,0098,91,00783
R,0098,92,00EA9
R,0098,93,00A0C
R,0098,94,00390
R,0098,95,00813
R,0098,96,00CC6
R,0098,97,003CC
R,0098,98,01616
R,0098,99,010FE
R,0098,9A,00689
R,0098,9B,00E27
R,0098,9C,0048A
R,0098,9D,00F67
R,0098,9E,0102F
R,0098,9F,0121C
R,0098,A0,00471
R,0098,A1,011BC
R,0098,A2,0138A
R,0098,A3,01152
R,0098,A4,00D52
R,0098,A5,00DF9
R,0098,A6,013AB
R,0098,A7,015BF
R,0098,A8,00E29
R,0098,A9,0132B
R,0098,AA,01686
R,0098,AB,0022A
R,0098,AC,00275
R,0098,AD,00641
R,0098,AE,01545
R,0098,AF,00703
R,0098,B0,00E40
R,0098,B1,01180
R,0098,B2,00351
R,0098,B3,00352
R,0098,B4,01354
R,0098,B5,013E8
R,0098,B6,011C9
R,0098,B7,010B7
R,0098,B8,005DD
R,0098,B9,00246
R,0098,BA,00240
R,0098,BB,0047B
R,0098,BC,0024E
R,0098,BD,00DAA
R,0098,BE,0055F
R,0098,BF,00715
R,0098,C0,00C71
R,0098,C1,01077
R,0098,C2,0131D
R,0098,C3,011A1
R,0098,C4,00542
R,0098,C5,012AB
R,0098,C6,0092D
R,0098,C7,00BAE
R,0098,C8,0046B
R,0098,C9,00A7B
R,0098,CA,007E4
R,0098,CB,00566
R,0098,CC,00A2D
R,0098,CD,0162E
R,0098,CE,010DA
R,0098,CF,011F7
R,0098,D0,01674
R,0098,D1,015D1
R,0098,D2,0165A
R,0098,D3,00F46
R,0098,D4,0043B
R,0098,D5,012C8
R,0098,D6,005EB
R,0098,D7,015FD
R,0098,D8,00514
R,0098,D9,00518
R,0098,DA,00502
R,0098,DB,002BD
R,0098,DC,0087D
R,0098,DD,00642
R,0098,DE,002A7
R,0098,DF,00697
R,0098,E0,014FB
R,0098,E1,00228
R,0098,E2,006F7
R,0098,E3,011A9
R,0098,E4,01426
R,0098,E5,01622
R,0098,E6,002FB
R,0098,E7,00D47
R,0098,E8,00567
R,0098,E9,01517
R,0098,EA,014DA
R,0098,EB,009FE
R,0098,EC,01048
R,0098,ED,00262
R,0098,EE,009F6
R,0098,EF,001DF
R,0098,F0,00BA7
R,0098,F1,013DE
R,0098,F2,00E30
R,0098,F3,00851
R,0098,F4,00B24
R,0098,F5,00F36
R,0098,F6,008EF
R,0098,F7,015AA
R,0098,F8,0034B
R,0098,F9,00F28
R,0098,FA,00E67
R,0098,FB,0149B
R,0098,FC,008C4
R,0098,FD,00F25
R,0098,FE,007B3
R,0098,FF,00E8C
T,0098,00556986
R,0099,00,009B8
R,0099,01,0151D
R,0099,02,01558
R,0099,03,0046E
R,0099,04,008BA
R,0099,05,00904
R,0099,06,011D0
R,0099,07,00AF3
R,0099,08,004B8
R,0099,09,00F37
R,0099,0A,00938
R,0099,0B,011B6
R,0099,0C,0158D
R,0099,0D,00D3B
R,0099,0E,0031F
R,0099,0F,013A0
R,0099,10,010EE
R,0099,11,01645
R,0099,12,00288
R,0099,13,00E20
R,0099,14,0116B
R,0099,15,00852
R,0099,16,00F24
R,0099,17,01632
R,0099,18,00A20
R,0099,19,014E0
R,0099,1A,01403
R,0099,1B,0097D
R,0099,1C,00CA0
R,0099,1D,01341
R,0099,1E,00FEB
R,0099,1F,009D6
R,0099,20,007D3
R,0099,21,013ED
R,0099,22,015C3
R,0099,23,013DF
R,0099,24,0158F
R,0099,25,0159E
R,0099,26,00D98
R,0099,27,016C1
R,0099,28,0094F
R,0099,29,00D1F
R,0099,2A,005EE
R,0099,2B,00672
R,0099,2C,01598
R,0099,2D,00C60
R,0099,2E,009B8
R,0099,2F,0060E
R,0099,30,01265
R,0099,31,00260
R,0099,32,00F9D
R,0099,33,00D1F
R,0099,34,00239
R,0099,35,004A9
R,0099,36,00873
R,0099,37,01022
R,0099,38,01695
R,0099,39,00881
R,0099,3A,005EF
R,0099,3B,001C4
R,0099,3C,015A6
R,0099,3D,00EE0
R,0099,3E,010CD
R,0099,3F,002B2
R,0099,40,0062B
R,0099,41,00E65
R,0099,42,00FEF
R,0099,43,0135C
R,0099,44,009D2
R,0099,45,003E3
R,0099,46,0120B
R,0099,47,0034C
R,0099,48,005D2
R,0099,49,013CE
R,0099,4A,00712
R,0099,4B,012F5
R,0099,4C,003EA
R,0099,4D,014E8
R,0099,4E,01261
R,0099,4F,010F9
R,0099,50,00D47
R,0099,51,01336
R,0099,52,00641
R,0099,53,0075D
R,0099,54,013BA
R,0099,55,00DF3
R,0099,56,001F6
R,0099,57,01417
R,0099,58,004A3
R,0099,59,01242
R,0099,5A,01509
R,0099,5B,0157C
R,0099,5C,00910
R,0099,5D,001AF
R,0099,5E,00DBF
R,0099,5F,006DC
R,0099,60,00624
R,0099,61,009FA
R,0099,62,006BF
R,0099,63,00A06
R,0099,64,008DA
R,0099,65,01121
R,0099,66,01301
R,0099,67,014B8
R,0099,68,00ED4
R,0099,69,01660
R,0099,6A,00F5D
R,0099,6B,0087B
R,0099,6C,011FD
R,0099,6D,00FB4
R,0099,6E,0166B
R,0099,6F,00D19
R,0099,70,015E0
R,0099,71,00AE2
R,0099,72,011A8
R,0099,73,010B6
R,0099,74,00698
R,0099,75,0105F
R,0099,76,001CC
R,0099,77,0155C
R,0099,78,00827
R,0099,79,00683
R,0099,7A,00F61
R,0099,7B,01225
R,0099,7C,00995
R,0099,7D,01636
R,0099,7E,00FD2
R,0099,7F,005F3
R,0099,80,00667
R,0099,81,00A85
R,0099,82,0136B
R,0099,83,0118C
R,0099,84,008D5
R,0099,85,005FD
R,0099,86,0058C
R,0099,87,01048
R,0099,88,00CE1
R,0099,89,0042F
R,0099,8A,00786
R,0099,8B,00D8B
R,0099,8C,0118E
R,0099,8D,0135D
R,0099,8E,006BF
R,0099,8F,00DE7
R,0099,90,0152C
R,0099,91,00768
R,0099,92,00E95
R,0099,93,00A44
R,0099,94,00389
R,0099,95,0083E
R,0099,96,00CA1
R,0099,97,003C0
R,0099,98,0163E
R,0099,99,01103
R,0099,9A,00659
R,0099,9B,00E23
R,0099,9C,0048B
R,0099,9D,00EDA
R,0099,9E,01084
R,0099,9F,011B6
R,0099,A0,0042F
R,0099,A1,011AB
R,0099,A2,013AD
R,0099,A3,0117D
R,0099,A4,00DA1
R,0099,A5,00E25
R,0099,A6,013E0
R,0099,A7,015CB
R,0099,A8,00E31
R,0099,A9,01317
R,0099,AA,01689
R,0099,AB,00232
R,0099,AC,00241
R,0099,AD,00638
R,0099,AE,0152B
R,0099,AF,00730
R,0099,B0,00EE5
R,0099,B1,011A9
R,0099,B2,0034B
R,0099,B3,00374
R,0099,B4,0134B
R,0099,B5,0139A
R,0099,B6,01156
R,0099,B7,0112A
R,0099,B8,005F6
R,0099,B9,00238
R,0099,BA,00298
R,0099,BB,0041B
R,0099,BC,00259
R,0099,BD,00D2D
R,0099,BE,0056B
R,0099,BF,0071A
R,0099,C0,00C64
R,0099,C1,01058
R,0099,C2,0139D
R,0099,C3,01138
R,0099,C4,0056C
R,0099,C5,01218
R,0099,C6,00957
R,0099,C7,00BAD
R,0099,C8,00447
R,0099,C9,00AB7
R,0099,CA,00855
R,0099,CB,00522
R,0099,CC,009FE
R,0099,CD,0163E
R,0099,CE,0112D
R,0099,CF,011DF
R,0099,D0,0164A
R,0099,D1,015D0
R,0099,D2,01673
R,0099,D3,00F51
R,0099,D4,0041C
R,0099,D5,012FA
R,0099,D6,00670
R,0099,D7,015E6
R,0099,D8,004C8
R,0099,D9,00506
R,0099,DA,00572
R,0099,DB,0030C
R,0099,DC,0089F
R,0099,DD,00669
R,0099,DE,00298
R,0099,DF,0061C
R,0099,E0,0157D
R,0099,E1,00225
R,0099,E2,006CE
R,0099,E3,0118B
R,0099,E4,01423
R,0099,E5,015F0
R,0099,E6,002EE
R,0099,E7,00DA3
R,0099,E8,004BB
R,0099,E9,01500
R,0099,EA,0149D
R,0099,EB,00A47
R,0099,EC,0104E
R,0099,ED,00297
R,0099,EE,00A60
R,0099,EF,001E6
R,0099,F0,00C5A
R,0099,F1,013D1
R,0099,F2,00DE4
R,0099,F3,0087E
R,0099,F4,00B8F
R,0099,F5,00F2F
R,0099,F6,008E1
R,0099,F7,015A7
R,0099,F8,00377
R,0099,F9,00EF8
R,0099,FA,00E23
R,0099,FB,014DB
R,0099,FC,00880
R,0099,FD,00F3B
R,0099,FE,007DF
